time,cookie_def,necessary_option,necessary_response,necessary_likert,targeting_option,targeting_response,targeting_likert,functional_option,functional_response,functional_likert,performance_option,performance_response,performance_likert,new_term_option,new_term_response,age,gender,edu,tech
114,I don’t know,strictly necessary,Cookies needed for the site to run.,Very likely,advertising,I don't know,Unlikely,preference,,Neutral,performance,I don't know,Neutral,necessary,Necessary cookie,26-35,Woman,4 year degree,No
177,A token stored in a user’s browser that keeps track of their network traffic.,basic functionality,Cookies needed to store the user's browsing history.,Unlikely,targeting,Cookies needed to make ads appear.,Very unlikely,preference,Cookies needed to help personalize site services.,Unlikely,traffic,Cookies needed to make the site faster.,Unlikely,performance,Spy,66+,Woman,4 year degree,No
169,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed to access premium site content.,Unlikely,performance,Cookies needed to make the site faster.,Neutral,functional,marketing,56-65,Woman,2 year degree,No
272,A token stored in a user’s browser that keeps track of their network traffic.,basic functionality,Cookies needed to store the user's browsing history.,Likely,advertising,Cookies used to personalize user ad experience.,Neutral,preference,Cookies needed to help personalize site services.,Very likely,traffic,Cookies needed to measure and improve site features.,Likely,functional,necessary,46-55,Woman,4 year degree,Yes
111,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Neutral,advertising,Cookies used to personalize user ad experience.,Neutral,preference,Cookies needed to help personalize site services.,Likely,statistics,Cookies needed to measure and improve site features.,Neutral,necessary,Necessary,46-55,Woman,Professional degree,No
87,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Very likely,targeting,Cookies used to personalize user ad experience.,Very likely,preference,Cookies needed to help personalize site services.,Very likely,performance,I don't know,Very likely,necessary,General,36-45,Woman,2 year degree,No
141,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,I don't know,Likely,advertising,Cookies used to personalize user ad experience.,Neutral,preference,Cookies needed to help personalize site services.,Likely,statistics,I don't know,Neutral,performance,tracking,26-35,Woman,2 year degree,No
129,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,I don't know,Neutral,targeting,I don't know,Neutral,preference,,Neutral,traffic,I don't know,Neutral,performance,information,26-35,Woman,Some college,No
127,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Very likely,targeting,Cookies used to personalize user ad experience.,Very unlikely,preference,Cookies needed to help personalize site services.,Very unlikely,traffic,Cookies needed to make the site faster.,Very unlikely,advertising,Targeting,36-45,Man,4 year degree,Yes
202,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Very unlikely,functional,Cookies needed for the site to run.,Likely,statistics,Cookies needed to measure and improve site features.,Unlikely,performance,intrusive,26-35,Man,Professional degree,Yes
138,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Neutral,preference,Cookies needed to help personalize site services.,Neutral,statistics,Cookies needed to measure and improve site features.,Neutral,functional,necessary ,26-35,Man,2 year degree,No
152,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Very likely,targeting,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed to help personalize site services.,Neutral,traffic,Cookies needed to measure and improve site features.,Neutral,functional,personation ,26-35,Woman,4 year degree,No
137,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Very likely,targeting,Cookies needed to make ads appear.,Very likely,functional,Cookies needed for the site to run.,Very likely,performance,Cookies needed to measure and improve site features.,Very likely,performance,helpful,56-65,Man,2 year degree,No
181,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Neutral,advertising,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed to help personalize site services.,Neutral,statistics,Cookies needed to measure and improve site features.,Neutral,necessary,Basic Cookies,26-35,Woman,High school graduate,No
231,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Unlikely,targeting,Cookies used to personalize user ad experience.,Very unlikely,preference,Cookies needed to help personalize site services.,Likely,traffic,Cookies needed to measure and improve site features.,Very unlikely,advertising,Targeting,36-45,Woman,Some college,Yes
150,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Very likely,targeting,Cookies needed to make ads appear.,Very likely,preference,Cookies needed to help personalize site services.,Very likely,performance,Cookies needed to measure and improve site features.,Very likely,performance,Traffic,26-35,Man,4 year degree,No
108,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Very likely,advertising,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed to help personalize site services.,Likely,traffic,Cookies needed to measure and improve site features.,Very likely,necessary,functional,18-25,Man,4 year degree,No
175,A token stored in a user’s browser that keeps track of their network traffic.,strictly necessary,Cookies needed for the site to run.,Very likely,targeting,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed to help personalize site services.,Neutral,statistics,Cookies needed to measure and improve site features.,Neutral,necessary,Function,36-45,Man,Professional degree,No
104,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,I don't know,Neutral,advertising,Cookies used to personalize user ad experience.,Very unlikely,preference,,Neutral,traffic,I don't know,Very unlikely,functional,personalization cookies,36-45,Woman,Some college,Yes
174,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed to personalize user experience.,Neutral,advertising,Cookies used to personalize user ad experience.,Very unlikely,functional,Cookies needed to help personalize site services.,Neutral,performance,Cookies needed to measure and improve site features.,Neutral,performance,analytics ,26-35,Non-binary,Some college,No
82,A token stored in a user’s browser that keeps track of their network traffic.,strictly necessary,I don't know,Neutral,advertising,Cookies needed to make ads appear.,Very unlikely,preference,Cookies needed to help personalize site services.,Neutral,traffic,Cookies needed to measure and improve site features.,Neutral,necessary,Traffic,18-25,Man,4 year degree,Prefer not to answer
69,I don’t know,basic functionality,I don't know,Neutral,targeting,I don't know,Neutral,preference,,Neutral,traffic,I don't know,Neutral,advertising,advertising,36-45,Woman,4 year degree,No
103,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,I don't know,Unlikely,preference,Cookies needed to help personalize site services.,Very unlikely,traffic,I don't know,Unlikely,functional,optional,18-25,Woman,4 year degree,No
92,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Very likely,advertising,Cookies needed to make ads appear.,Very unlikely,preference,Cookies needed to help personalize site services.,Neutral,performance,Cookies needed to make the site faster.,Likely,performance,tracking,36-45,Man,2 year degree,No
194,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed to store the user's browsing history.,Neutral,advertising,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed for the site to run.,Likely,statistics,Cookies needed to measure and improve site features.,Neutral,performance,data,56-65,Woman,4 year degree,No
104,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,advertising,Cookies needed to collect user location.,Neutral,functional,I don't know,Neutral,statistics,Cookies that are given higher priority over other site cookies.,Neutral,performance,Allows for a better user expierence,26-35,Man,4 year degree,No
79,A token stored in a user’s browser that keeps track of their network traffic.,basic functionality,Cookies needed for the site to run.,Very likely,targeting,Cookies needed to make ads appear.,Neutral,functional,Cookies needed for the site to run.,Very likely,performance,Cookies needed to make the site faster.,Very likely,functional,functionality,18-25,Woman,4 year degree,No
152,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Very likely,advertising,Cookies used to personalize user ad experience.,Likely,functional,Cookies needed for the site to run.,Very likely,traffic,Cookies needed to make the site faster.,Likely,performance,routinely visited,36-45,Man,Some college,No
115,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed for the site to run.,Likely,traffic,Cookies needed to measure and improve site features.,Neutral,necessary,practical,36-45,Woman,Professional degree,No
124,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed to store the user's browsing history.,Likely,targeting,Cookies used to personalize user ad experience.,Very unlikely,functional,Cookies needed for the site to run.,Very unlikely,statistics,Cookies needed to measure and improve site features.,Very unlikely,functional,Targeted,36-45,Man,4 year degree,Yes
89,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Very likely,advertising,Cookies used to personalize user ad experience.,Very unlikely,preference,Cookies needed to help personalize site services.,Neutral,traffic,Cookies needed to make the site faster.,Very likely,advertising,Privacy ,26-35,Woman,Some college,No
166,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,I don't know,Likely,advertising,Cookies needed to collect user location.,Likely,functional,I don't know,Neutral,performance,I don't know,Neutral,functional,Ad Cookies,56-65,Woman,2 year degree,Yes
172,A token stored in a user’s browser that keeps track of their network traffic.,strictly necessary,Cookies needed for the site to run.,Neutral,targeting,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed to help personalize site services.,Neutral,traffic,Cookies needed to measure and improve site features.,Likely,necessary,privacy cookie,36-45,Woman,Professional degree,No
146,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed for the site to run.,Likely,statistics,Cookies needed to measure and improve site features.,Very unlikely,performance,statistical ,36-45,Man,Professional degree,No
103,A token stored in a user’s browser that keeps track of their network traffic.,basic functionality,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed to help personalize site services.,Likely,performance,Cookies needed to measure and improve site features.,Unlikely,advertising,targeted cookies,26-35,Man,Professional degree,No
102,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,advertising,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed to help personalize site services.,Likely,performance,Cookies needed to measure and improve site features.,Likely,necessary,essential,26-35,Man,4 year degree,Yes
53,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed for the site to run.,Likely,performance,Cookies needed to measure and improve site features.,Very unlikely,functional,functionality ,18-25,Woman,4 year degree,Yes
91,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Likely,advertising,Cookies used to personalize user ad experience.,Neutral,preference,Cookies needed to help personalize site services.,Likely,performance,Cookies needed to measure and improve site features.,Neutral,functional,optimization,36-45,Man,Professional degree,No
128,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,I don't know,Likely,advertising,I don't know,Unlikely,preference,,Unlikely,statistics,I don't know,Neutral,performance,tracking,26-35,Man,4 year degree,No
132,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Very likely,targeting,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed to help personalize site services.,Neutral,statistics,Cookies needed to measure and improve site features.,Likely,performance,Traffic,36-45,Man,2 year degree,Yes
206,A token stored in a user’s browser that keeps track of their network traffic.,basic functionality,Cookies needed for the site to run.,Very likely,targeting,I don't know,Very unlikely,preference,Cookies needed to help personalize site services.,Likely,performance,Cookies needed to measure and improve site features.,Neutral,necessary,Preferences,36-45,Woman,Some college,No
60,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Very likely,advertising,Cookies used to personalize user ad experience.,Very unlikely,preference,Cookies needed to help personalize site services.,Neutral,performance,Cookies needed to measure and improve site features.,Likely,necessary,Necessary ,26-35,Woman,Some college,No
80,I don’t know,basic functionality,I don't know,Neutral,targeting,I don't know,Neutral,functional,I don't know,Neutral,performance,I don't know,Neutral,advertising,Target cookies,18-25,Woman,2 year degree,No
113,A token stored in a user’s browser that keeps track of their network traffic.,basic functionality,Cookies needed for the site to run.,Neutral,advertising,Cookies used to personalize user ad experience.,Neutral,preference,Cookies needed to help personalize site services.,Neutral,statistics,Cookies needed to measure and improve site features.,Neutral,performance, Activity,18-25,Woman,High school graduate,No
185,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Neutral,functional,Cookies needed to help personalize site services.,Likely,performance,Cookies needed to measure and improve site features.,Likely,performance,Tracking,26-35,Woman,Some college,No
82,A token stored in a user’s browser that keeps track of their network traffic.,strictly necessary,Cookies needed for the site to run.,Very likely,advertising,Cookies used to personalize user ad experience.,Neutral,preference,Cookies needed to help personalize site services.,Likely,statistics,Cookies needed to measure and improve site features.,Likely,performance,information,18-25,Man,4 year degree,No
141,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Very likely,advertising,Cookies used to personalize user ad experience.,Very unlikely,preference,Cookies needed to help personalize site services.,Likely,traffic,Cookies needed to measure and improve site features.,Neutral,advertising,advert cookie,36-45,Woman,Some college,No
188,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,I don't know,Neutral,advertising,Cookies used to personalize user ad experience.,Neutral,preference,,Neutral,statistics,I don't know,Neutral,functional,enhanced,18-25,Woman,Some college,No
118,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed to personalize user experience.,Neutral,advertising,Cookies used to personalize user ad experience.,Very unlikely,functional,Cookies needed for the site to run.,Likely,traffic,I don't know,Neutral,advertising,Third-party,18-25,Man,Some college,Yes
73,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Very likely,targeting,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed to help personalize site services.,Neutral,statistics,I don't know,Likely,necessary,Necessary ,Prefer not to answer,Prefer not to answer,4 year degree,No
76,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Neutral,targeting,Cookies needed to collect user location.,Very unlikely,preference,Cookies needed to help personalize site services.,Unlikely,traffic,Cookies needed to measure and improve site features.,Neutral,functional,Optimization Cookies,18-25,Woman,4 year degree,No
115,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,I don't know,Likely,targeting,Cookies used to personalize user ad experience.,Very unlikely,preference,,Unlikely,performance,Cookies needed to measure and improve site features.,Unlikely,performance,performance,36-45,Man,Professional degree,No
360,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed to help personalize site services.,Unlikely,traffic,Cookies needed to make the site faster.,Neutral,performance,tracking,56-65,Woman,Professional degree,No
147,A token stored in a user’s browser that keeps track of their network traffic.,strictly necessary,Cookies needed for the site to run.,Likely,advertising,Cookies needed to make ads appear.,Very unlikely,functional,Cookies needed for the site to run.,Likely,traffic,Cookies needed to measure and improve site features.,Unlikely,advertising,Advertising,18-25,Man,Some college,No
275,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,advertising,Cookies used to personalize user ad experience.,Neutral,preference,Cookies needed to help personalize site services.,Likely,traffic,Cookies that are given higher priority over other site cookies.,Neutral,necessary,effective,36-45,Man,High school graduate,No
127,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Very unlikely,preference,Cookies needed to access premium site content.,Neutral,performance,Cookies needed to measure and improve site features.,Likely,advertising,ads,36-45,Woman,2 year degree,No
140,A token stored in a user’s browser that keeps track of their network traffic.,basic functionality,Cookies needed to store the user's browsing history.,Neutral,targeting,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed to help personalize site services.,Neutral,statistics,I don't know,Neutral,advertising,Spy,46-55,Woman,Professional degree,No
272,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Very likely,advertising,Cookies used to personalize user ad experience.,Likely,preference,Cookies needed to help personalize site services.,Very likely,traffic,I don't know,Neutral,advertising,Advertisement cookies,18-25,Woman,Some college,No
183,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Neutral,functional,Cookies needed for the site to run.,Likely,statistics,Cookies needed to measure and improve site features.,Neutral,functional,necessary cookies ,36-45,Man,High school graduate,No
132,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,advertising,Cookies used to personalize user ad experience.,Neutral,functional,Cookies needed for the site to run.,Likely,traffic,Cookies needed to measure and improve site features.,Neutral,advertising,advertisement,36-45,Woman,4 year degree,No
59,A unique string of numbers separated by periods that identifies each computer using the Internet Protocol to communicate over a network.,strictly necessary,Cookies needed to store the user's browsing history.,Neutral,targeting,Cookies used to personalize user ad experience.,Likely,preference,Cookies needed to access premium site content.,Neutral,traffic,Cookies needed to make the site faster.,Likely,necessary,Currently ,18-25,Man,4 year degree,No
132,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Very likely,advertising,Cookies used to personalize user ad experience.,Neutral,functional,Cookies needed for the site to run.,Very likely,traffic,Cookies needed to make the site faster.,Very likely,advertising,Personalized cookies,26-35,Man,Some college,Yes
231,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Neutral,targeting,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed for the site to run.,Neutral,statistics,Cookies needed to measure and improve site features.,Neutral,advertising,Gratuitous cookies ,26-35,Man,Professional degree,No
94,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed for the site to run.,Likely,traffic,Cookies needed to measure and improve site features.,Neutral,functional,Tracking cookie,36-45,Man,4 year degree,Yes
98,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed to personalize user experience.,Neutral,advertising,Cookies needed to make ads appear.,Very unlikely,preference,Cookies needed to help personalize site services.,Neutral,statistics,Cookies needed to measure and improve site features.,Neutral,necessary,statistic,18-25,Man,High school graduate,No
92,A token stored in a user’s browser that keeps track of their network traffic.,basic functionality,Cookies needed for the site to run.,Very likely,advertising,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed to help personalize site services.,Neutral,traffic,I don't know,Neutral,functional,function,36-45,Prefer not to answer,High school graduate,No
94,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed to help personalize site services.,Neutral,performance,Cookies needed to make the site faster.,Neutral,advertising,Targeted,18-25,Man,4 year degree,Yes
116,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed for the site to run.,Likely,statistics,Cookies needed to measure and improve site features.,Likely,advertising,Selling,26-35,Man,High school graduate,No
131,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed to personalize user experience.,Very unlikely,advertising,Cookies used to personalize user ad experience.,Very unlikely,preference,Cookies needed to help personalize site services.,Very unlikely,performance,Cookies needed to measure and improve site features.,Very unlikely,necessary,performance,26-35,Man,High school graduate,Yes
224,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed to store the user's browsing history.,Likely,targeting,Cookies needed to collect user location.,Unlikely,preference,Cookies needed to help personalize site services.,Likely,statistics,Cookies needed to measure and improve site features.,Unlikely,functional,preference cookie,26-35,Man,4 year degree,Yes
79,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,I don't know,Likely,advertising,I don't know,Likely,preference,Cookies needed to help personalize site services.,Likely,statistics,I don't know,Likely,advertising,Advertisement cookies,18-25,Man,Some college,No
230,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed to personalize user experience.,Likely,targeting,Cookies used to personalize user ad experience.,Likely,functional,I don't know,Likely,performance,I don't know,Likely,advertising,customization,36-45,Woman,4 year degree,No
145,A unique string of numbers separated by periods that identifies each computer using the Internet Protocol to communicate over a network.,strictly necessary,Cookies needed for the site to run.,Likely,advertising,Cookies needed to make ads appear.,Likely,functional,Cookies needed to help personalize site services.,Neutral,traffic,Cookies that are given higher priority over other site cookies.,Likely,performance,Tracker,18-25,Man,4 year degree,No
105,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Very likely,targeting,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed to help personalize site services.,Likely,statistics,Cookies needed to measure and improve site features.,Neutral,necessary,Necessary,26-35,Man,4 year degree,Yes
93,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Very likely,targeting,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed to help personalize site services.,Likely,statistics,Cookies needed to measure and improve site features.,Unlikely,performance,tracking,36-45,Woman,4 year degree,No
253,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,I don't know,Very likely,advertising,Cookies used to personalize user ad experience.,Neutral,functional,Cookies needed for the site to run.,Likely,statistics,I don't know,Neutral,necessary,Necessary cookies,66+,Woman,High school graduate,No
103,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,advertising,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed to help personalize site services.,Neutral,traffic,Cookies needed to measure and improve site features.,Neutral,performance,traffic cookies,26-35,Woman,4 year degree,No
83,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,I don't know,Unlikely,advertising,Cookies used to personalize user ad experience.,Unlikely,functional,I don't know,Neutral,traffic,I don't know,Neutral,necessary,funcional cookies,26-35,Woman,Some college,No
218,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed to store the user's browsing history.,Very likely,targeting,Cookies used to personalize user ad experience.,Neutral,functional,I don't know,Very likely,statistics,I don't know,Very likely,functional,Third party cookies,36-45,Woman,High school graduate,No
117,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Likely,targeting,Cookies needed to make ads appear.,Neutral,preference,Cookies needed to help personalize site services.,Neutral,performance,Cookies needed to measure and improve site features.,Neutral,advertising,Target,36-45,Woman,Some college,No
92,A token stored in a user’s browser that keeps track of their network traffic.,strictly necessary,Cookies needed for the site to run.,Neutral,targeting,Cookies used to personalize user ad experience.,Very unlikely,preference,Cookies needed to help personalize site services.,Neutral,statistics,Cookies needed to measure and improve site features.,Neutral,necessary,Strictly Necessary Cookies,18-25,Man,Some college,No
174,An extension for the website that adds extra features to the website.,basic functionality,Cookies needed for the site to run.,Likely,advertising,Cookies needed to make ads appear.,Very unlikely,functional,Cookies needed to help personalize site services.,Very unlikely,statistics,Cookies needed to measure and improve site features.,Very unlikely,necessary,Function,36-45,Man,4 year degree,No
112,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed to store the user's browsing history.,Unlikely,targeting,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed for the site to run.,Neutral,statistics,Cookies needed to measure and improve site features.,Unlikely,functional,Function ,36-45,Woman,Some college,No
103,A token stored in a user’s browser that keeps track of their network traffic.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed to help personalize site services.,Very unlikely,traffic,I don't know,Unlikely,advertising,targeted cookies,18-25,Man,Some college,No
100,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Very unlikely,preference,Cookies needed to help personalize site services.,Likely,performance,Cookies needed to measure and improve site features.,Likely,performance,Tracking Cookie,18-25,Man,2 year degree,Yes
65,I don’t know,basic functionality,I don't know,Very likely,advertising,I don't know,Very likely,functional,I don't know,Very likely,traffic,I don't know,Very likely,necessary,Data,18-25,Woman,Some college,No
128,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,advertising,Cookies needed to make ads appear.,Very unlikely,preference,Cookies needed to help personalize site services.,Likely,performance,Cookies needed to measure and improve site features.,Likely,advertising,Privacy,46-55,Man,Doctorate,Yes
76,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed to store the user's browsing history.,Neutral,advertising,Cookies needed to make ads appear.,Neutral,functional,Cookies needed to help personalize site services.,Neutral,performance,Cookies needed to make the site faster.,Likely,necessary,Data ,18-25,Woman,2 year degree,No
133,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed to personalize user experience.,Very likely,advertising,Cookies used to personalize user ad experience.,Very likely,functional,Cookies needed to help personalize site services.,Likely,performance,I don't know,Likely,advertising,Functional,26-35,Woman,Some college,No
321,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed to personalize user experience.,Unlikely,advertising,Cookies used to personalize user ad experience.,Unlikely,functional,Cookies needed to help personalize site services.,Unlikely,traffic,Cookies that are given higher priority over other site cookies.,Unlikely,functional,Operation cookies,36-45,Woman,Professional degree,No
108,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,I don't know,Very unlikely,targeting,Cookies used to personalize user ad experience.,Very unlikely,preference,,Very unlikely,statistics,I don't know,Very unlikely,necessary,functional,26-35,Woman,Some college,No
263,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Very likely,advertising,Cookies used to personalize user ad experience.,Very unlikely,functional,I don't know,Neutral,performance,Cookies needed to measure and improve site features.,Very unlikely,advertising,Advertising,26-35,Man,2 year degree,No
207,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,advertising,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed to help personalize site services.,Unlikely,performance,Cookies needed to measure and improve site features.,Unlikely,functional,performance,18-25,Woman,Some college,No
149,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Neutral,targeting,Cookies used to personalize user ad experience.,Very unlikely,functional,Cookies needed for the site to run.,Neutral,traffic,Cookies needed to make the site faster.,Neutral,advertising,ad cookie,26-35,Woman,Professional degree,No
